Rating;Rating Agency;Corporation;Year;Default Probability;Predicted Rating
B;Fitch Ratings;Rite Aid Corporation;2014;0.000123968495986;BBB
A;Standard & Poor's Ratings Services;Rockwell Automation Inc.;2014;0.747754337659802;AA
BBB+;Moody's Investors Service;Rogers Communications Inc.;2014;0.000000218992720;B
BBB+;Moody's Investors Service;Rogers Communications Inc.;2014;0.000000125786264;B
BBB+;Standard & Poor's Ratings Services;Rogers Communications Inc.;2014;0.000123458871925;B
BBB+;Standard & Poor's Ratings Services;Rogers Communications Inc.;2014;0.000154010015681;B
A-;Standard & Poor's Ratings Services;Ross Stores Inc.;2014;0.000078171145119;AAA
B;Standard & Poor's Ratings Services;Royal Caribbean Cruises Ltd.;2014;0.000041168425748;BB
A;Standard & Poor's Ratings Services;SAP SE;2014;0.000071720328200;AAA
A;Standard & Poor's Ratings Services;SAP SE;2014;0.000076748589362;AAA
B-;Moody's Investors Service;SBA Telecommunications, Inc.;2014;0.000000147507837;BBB
BBB-;Egan-Jones Ratings Company;SCOTTS MIRACLE-GRO COMPANY;2014;0.000033823479156;B
BBB-;Egan-Jones Ratings Company;SCOTTS MIRACLE-GRO COMPANY;2014;0.000018547894615;B
BBB;Egan-Jones Ratings Company;SCOTTS MIRACLE-GRO COMPANY;2014;0.000028244309497;B
BBB;Egan-Jones Ratings Company;SCOTTS MIRACLE-GRO COMPANY;2014;0.000013255158640;B
A+;Egan-Jones Ratings Company;SEMPRA ENERGY;2014;0.000126396737455;B
A+;Egan-Jones Ratings Company;SEMPRA ENERGY;2014;0.000117936705385;B
BBB+;Egan-Jones Ratings Company;SEMPRA ENERGY;2014;0.000155211609319;B
BBB+;Egan-Jones Ratings Company;SEMPRA ENERGY;2014;0.000114357720482;B
BB+;Egan-Jones Ratings Company;SERVICE CORPORATION;2014;0.000013728985703;BB
BB+;Egan-Jones Ratings Company;SERVICE CORPORATION;2014;0.000013555237391;BB
BB+;Egan-Jones Ratings Company;SERVICE CORPORATION;2014;0.000014302292729;BB
BB+;Egan-Jones Ratings Company;SERVICE CORPORATION;2014;0.000012971246490;BB
BB+;Egan-Jones Ratings Company;SERVICE CORPORATION;2014;0.000012176221984;BB
BBB;Egan-Jones Ratings Company;SHAW COMMUNICATIONS INC. CLASS;2014;0.000014336956034;B
BBB;Egan-Jones Ratings Company;SHAW COMMUNICATIONS INC. CLASS;2014;0.000012644118992;B
BBB;Egan-Jones Ratings Company;SHAW COMMUNICATIONS INC. CLASS;2014;0.000009036348997;B
BBB;Egan-Jones Ratings Company;SHAW COMMUNICATIONS INC. CLASS;2014;0.000007463725219;B
BBB;Egan-Jones Ratings Company;SHAW COMMUNICATIONS INC. CLASS;2014;0.000018142995793;B
A+;Egan-Jones Ratings Company;SHERWIN-WILLIAMS COMPANY;2014;0.000063177341853;AAA
A+;Egan-Jones Ratings Company;SHERWIN-WILLIAMS COMPANY;2014;0.000059026275389;AAA
A+;Egan-Jones Ratings Company;SHERWIN-WILLIAMS COMPANY;2014;0.000064014190351;AAA
A+;Egan-Jones Ratings Company;SHERWIN-WILLIAMS COMPANY;2014;0.000058991050280;AAA
BB+;Egan-Jones Ratings Company;SILGAN HOLDINGS INC;2014;0.000014392743399;BB
BB+;Egan-Jones Ratings Company;SILGAN HOLDINGS INC;2014;0.000014419138444;BB
BB+;Egan-Jones Ratings Company;SILGAN HOLDINGS INC;2014;0.000014236232747;BB
BB+;Egan-Jones Ratings Company;SILGAN HOLDINGS INC;2014;0.000013886528981;BB
BB;Egan-Jones Ratings Company;SINCLAIR BROADCAST GROUP, INC.;2014;0.000028251644228;BB
A+;Egan-Jones Ratings Company;SNAP-ON INCORPORATED;2014;0.000034922789683;AAA
A+;Egan-Jones Ratings Company;SNAP-ON INCORPORATED;2014;0.000034445827579;AAA
A+;Egan-Jones Ratings Company;SNAP-ON INCORPORATED;2014;0.000040521557433;AAA
A+;Egan-Jones Ratings Company;SNAP-ON INCORPORATED;2014;0.000039964125863;AAA
BBB+;Egan-Jones Ratings Company;SONOCO PRODUCTS COMPANY;2014;0.000053161228700;AAA
BBB+;Egan-Jones Ratings Company;SONOCO PRODUCTS COMPANY;2014;0.000061443849798;AAA
A-;Egan-Jones Ratings Company;SONOCO PRODUCTS COMPANY;2014;0.000051560645280;AAA
A-;Egan-Jones Ratings Company;SONOCO PRODUCTS COMPANY;2014;0.000045331707337;AAA
A;Japan Credit Rating Agency,Ltd.;SONY CORP.;2014;0.000610104582255;AAA
A;Japan Credit Rating Agency,Ltd.;SONY CORPORATION;2014;0.000677997698166;AAA
BBB+;Egan-Jones Ratings Company;SOUTHERN COPPER CORPORATION;2014;0.000036776516103;B
BBB+;Egan-Jones Ratings Company;SOUTHERN COPPER CORPORATION;2014;0.000045630434929;B
BBB+;Egan-Jones Ratings Company;SOUTHERN COPPER CORPORATION;2014;0.000044888261842;B
BBB+;Egan-Jones Ratings Company;SOUTHERN COPPER CORPORATION;2014;0.000029557188957;B
AA;Egan-Jones Ratings Company;SOUTHWEST AIRLINES CO;2014;0.785843629140408;AA
AA+;Egan-Jones Ratings Company;SOUTHWEST AIRLINES CO;2014;0.812594451536397;AA
AA+;Egan-Jones Ratings Company;SOUTHWEST AIRLINES CO;2014;0.809383550465824;AA
AA+;Egan-Jones Ratings Company;SOUTHWEST AIRLINES CO;2014;0.824090352625081;AA
A-;Egan-Jones Ratings Company;SOUTHWEST GAS HOLDINGS, INC.;2014;0.000237453804256;AAA
A-;Egan-Jones Ratings Company;SOUTHWEST GAS HOLDINGS, INC.;2014;0.000165202685912;AAA
A-;Egan-Jones Ratings Company;SOUTHWEST GAS HOLDINGS, INC.;2014;0.000219186274640;AAA
A-;Egan-Jones Ratings Company;SOUTHWEST GAS HOLDINGS, INC.;2014;0.000172613491023;AAA
BB-;Moody's Investors Service;SS&C Technologies Holdings Europe S.a.r.l.;2014;0.000000497052155;BB
BB;Moody's Investors Service;SS&C Technologies Holdings Europe S.a.r.l.;2014;0.000000457574662;BB
A+;Egan-Jones Ratings Company;STANLEY BLACK & DECKER, INC.;2014;0.000058135315640;AAA
A;Egan-Jones Ratings Company;STANLEY BLACK & DECKER, INC.;2014;0.000048723035380;AAA
A+;Egan-Jones Ratings Company;STANLEY BLACK & DECKER, INC.;2014;0.000059696287579;AAA
A+;Egan-Jones Ratings Company;STANLEY BLACK & DECKER, INC.;2014;0.000057299599781;AAA
A;Egan-Jones Ratings Company;STARBUCKS CORPORATION;2014;0.000018592461899;AAA
A+;Egan-Jones Ratings Company;STARBUCKS CORPORATION;2014;0.000014961441602;AAA
A+;Egan-Jones Ratings Company;STARBUCKS CORPORATION;2014;0.000015790201279;AAA
A+;Egan-Jones Ratings Company;STARBUCKS CORPORATION;2014;0.000049154144775;AAA
B+;Egan-Jones Ratings Company;STEEL DYNAMICS, INC;2014;0.000036264259372;BBB
B+;Egan-Jones Ratings Company;STEEL DYNAMICS, INC;2014;0.000023042398030;BBB
BBB;Standard & Poor's Ratings Services;STMicroelectronics N.V.;2014;0.000027853043531;B
BBB-;Standard & Poor's Ratings Services;STMicroelectronics N.V.;2014;0.000032543589700;B
AA-;Egan-Jones Ratings Company;STRYKER CORPORATION;2014;0.624976265871816;AA
AA-;Egan-Jones Ratings Company;STRYKER CORPORATION;2014;0.589310087326332;AA
AA-;Egan-Jones Ratings Company;STRYKER CORPORATION;2014;0.605552129166517;AA
AA-;Egan-Jones Ratings Company;STRYKER CORPORATION;2014;0.615134002085895;AA
AA-;Egan-Jones Ratings Company;STRYKER CORPORATION;2014;0.646690512315292;AA
A+;Egan-Jones Ratings Company;STRYKER CORPORATION;2014;0.621472047037068;AA
B-;Egan-Jones Ratings Company;SUNPOWER CORPORATION;2014;0.000035482220843;C
B-;Egan-Jones Ratings Company;SUNPOWER CORPORATION;2014;0.000043598364619;C
AA-;Egan-Jones Ratings Company;SYSCO CORPORATION;2014;0.329473583172724;AAA
AA-;Egan-Jones Ratings Company;SYSCO CORPORATION;2014;0.280568473288267;AAA
A+;Egan-Jones Ratings Company;SYSCO CORPORATION;2014;0.243584884157530;AAA
A+;Egan-Jones Ratings Company;SYSCO CORPORATION;2014;0.240046449042496;AAA
BB;Standard & Poor's Ratings Services;Sanmina Corp.;2014;0.000049831005923;BB
BB+;Standard & Poor's Ratings Services;Sanmina Corp.;2014;0.000034702304834;BB
BB;Fitch Ratings;Sanmina Corporation;2014;0.000002489171554;BB
AAA;Standard & Poor's Ratings Services;Sanofi;2014;0.796937497532404;AA
AA;Standard & Poor's Ratings Services;Sanofi;2014;0.826021615569397;AA
A+;Moody's Investors Service;Sanofi;2014;0.070408622682707;AAA
AA-;Fitch Ratings;Sanofi SA;2014;0.999349282787666;AA
B-;Moody's Investors Service;Scientific Games Corporation;2014;0.000003686021344;BBB
CCC+;Moody's Investors Service;Scientific Games Corporation;2014;0.000004115883289;BBB
B-;Standard & Poor's Ratings Services;Scientific Games International Inc.;2014;0.000039641192306;BBB
B-;Standard & Poor's Ratings Services;Scientific Games International Inc.;2014;0.000040701399354;BBB
B-;Moody's Investors Service;Scientific Games International, Inc.;2014;0.000000460253661;BBB
BB-;Standard & Poor's Ratings Services;Scotts Miracle-Gro Co. (The);2014;0.000099348383967;BB
BBB-;Moody's Investors Service;Seagate Technology HDD Holdings;2014;0.000001375075170;B
BBB+;Moody's Investors Service;Sempra Energy;2014;0.000000208888487;B
BBB+;Fitch Ratings;Sempra Energy;2014;0.000000144247542;B
BBB+;Standard & Poor's Ratings Services;Sempra Energy;2014;0.000149311252872;B
B+;Moody's Investors Service;Service Corporation International;2014;0.000002104758597;BB
BBB-;Standard & Poor's Ratings Services;Shaw Communications Inc.;2014;0.000072306934649;B
BBB-;Moody's Investors Service;Shaw Communications Inc.;2014;0.000000076944936;B
BBB-;Standard & Poor's Ratings Services;Shaw Communications Inc.;2014;0.000065892171040;B
A;Standard & Poor's Ratings Services;Snap-on Inc.;2014;0.000104154723232;AAA
A;Standard & Poor's Ratings Services;Snap-on Inc.;2014;0.000109914294586;AAA
A-;Moody's Investors Service;Snap-on Incorporated;2014;0.000016247117091;AAA
BB-;Standard & Poor's Ratings Services;Sonic Automotive Inc.;2014;0.000034709092006;BBB
B;Moody's Investors Service;Sonic Automotive, Inc.;2014;0.000000038935867;BBB
BBB+;Standard & Poor's Ratings Services;Sonoco Products Co.;2014;0.000150598703496;B
BBB+;Standard & Poor's Ratings Services;Sonoco Products Co.;2014;0.000111323273537;B
BBB-;Standard & Poor's Ratings Services;Sony Corp.;2014;0.000089280277720;B
BBB-;Standard & Poor's Ratings Services;Sony Corp.;2014;0.000078091502348;B
BB+;Moody's Investors Service;Sony Corporation;2014;0.000000073869753;BB
BBB;Standard & Poor's Ratings Services;Southern Copper Corp.;2014;0.000089787570611;B
A;Standard & Poor's Ratings Services;Southern Power Company;2014;0.000422606732748;AAA
BBB+;Moody's Investors Service;Southwest Airlines Co.;2014;0.000007042613980;B
BBB;Moody's Investors Service;Southwest Airlines Co.;2014;0.000006543071399;B
AA-;Standard & Poor's Ratings Services;Southwest Gas Corp.;2014;0.506494933009485;AA
AA-;Standard & Poor's Ratings Services;Southwest Gas Corp.;2014;0.431624751943825;AA
A-;Standard & Poor's Ratings Services;Southwest Gas Corp.;2014;0.420046214456929;AA
BBB+;Standard & Poor's Ratings Services;Southwest Gas Corp.;2014;0.406931957878966;AA
A-;Moody's Investors Service;Southwest Gas Corporation;2014;0.000044909114621;AAA
BBB;Standard & Poor's Ratings Services;Southwestern Energy Co.;2014;0.000096882219471;B
BB-;Moody's Investors Service;Sprouts Farmers Market Holdings, LLC;2014;0.000002044126720;BBB
A-;Standard & Poor's Ratings Services;Stanley Black & Decker Inc.;2014;0.451594661864968;AAA
A;Standard & Poor's Ratings Services;Starbucks Corp.;2014;0.000033781821598;AAA
A-;Moody's Investors Service;Starbucks Corporation;2014;0.000004403512629;B
BB+;Standard & Poor's Ratings Services;Steel Dynamics Inc.;2014;0.000066847309082;BB
BB+;Standard & Poor's Ratings Services;Steel Dynamics Inc.;2014;0.000060222781165;BB
BBB-;Moody's Investors Service;Steelcase Inc.;2014;0.000001801578572;B
B-;Standard & Poor's Ratings Services;StoneMor Partners L.P.;2014;0.000060196587024;BBB
A-;Moody's Investors Service;Stryker Corporation;2014;0.000182474264077;AAA
BB-;Moody's Investors Service;Suburban Propane Partners, L.P.;2014;0.000000421735149;BB
B+;Standard & Poor's Ratings Services;SunCoke Energy, Inc.;2014;0.000121933322424;C
B;Standard & Poor's Ratings Services;SunCoke Energy, Inc.;2014;0.000108169655637;C
A;Standard & Poor's Ratings Services;Sysco Corp.;2014;0.240092356292092;AAA
A;Standard & Poor's Ratings Services;Sysco Corp.;2014;0.218710938689492;AAA
A-;Standard & Poor's Ratings Services;Sysco Corp.;2014;0.214078972347353;AAA
BB+;Egan-Jones Ratings Company;T-MOBILE US, INC;2014;0.000011273211454;BB
BB+;Egan-Jones Ratings Company;T-MOBILE US, INC;2014;0.000009919393872;BB
BB+;Egan-Jones Ratings Company;T-MOBILE US, INC;2014;0.000010863924749;BB
BB+;Egan-Jones Ratings Company;T-MOBILE US, INC;2014;0.000010058906961;BB
BB+;Egan-Jones Ratings Company;T-MOBILE US, INC;2014;0.000009849334992;BB
BB+;Egan-Jones Ratings Company;T-MOBILE US, INC;2014;0.000009619988424;BB
BB-;Moody's Investors Service;T-Mobile USA, Inc.;2014;0.000000612801615;BB
A-;Egan-Jones Ratings Company;TARGET CORPORATION;2014;0.000055730488651;AAA
A-;Egan-Jones Ratings Company;TARGET CORPORATION;2014;0.000072084947519;AAA
A-;Egan-Jones Ratings Company;TARGET CORPORATION;2014;0.000057233571071;AAA
A;Egan-Jones Ratings Company;TE CONNECTIVITY LTD;2014;0.000040721315907;AAA
A+;Egan-Jones Ratings Company;TE CONNECTIVITY LTD;2014;0.000037224343843;AAA
A+;Egan-Jones Ratings Company;TE CONNECTIVITY LTD;2014;0.000035264210818;AAA
A-;Egan-Jones Ratings Company;TE CONNECTIVITY LTD;2014;0.000051780107279;AAA
A-;Egan-Jones Ratings Company;TE CONNECTIVITY LTD;2014;0.000072513616422;AAA
BB;Standard & Poor's Ratings Services;TEGNA Inc.;2014;0.000000038584275;BB
B+;Standard & Poor's Ratings Services;TEGNA Inc.;2014;0.000000037506618;BB
BB-;Standard & Poor's Ratings Services;TEGNA Inc.;2014;0.000000036398035;BB
BB+;Moody's Investors Service;TEGNA Inc.;2014;0.000000000238508;BB
BB+;Egan-Jones Ratings Company;TELEFONICA SA;2014;0.000016623378654;BB
BB+;Egan-Jones Ratings Company;TELEFONICA SA;2014;0.000016792186935;BB
BB;Egan-Jones Ratings Company;TELEFONICA SA;2014;0.000015538557367;BB
B;Egan-Jones Ratings Company;TENET HEALTHCARE CORPORATION;2014;0.000017286375814;BBB
B;Egan-Jones Ratings Company;TENET HEALTHCARE CORPORATION;2014;0.000016431061414;BBB
B;Egan-Jones Ratings Company;TENET HEALTHCARE CORPORATION;2014;0.000025670682954;BBB
B;Egan-Jones Ratings Company;TENET HEALTHCARE CORPORATION;2014;0.000015649783561;BBB
BBB;Egan-Jones Ratings Company;TENNECO INC;2014;0.000061547092619;B
BBB;Egan-Jones Ratings Company;TENNECO INC;2014;0.000066196566133;B
BBB+;Egan-Jones Ratings Company;TENNECO INC;2014;0.000037510117693;B
BBB+;Egan-Jones Ratings Company;TENNECO INC;2014;0.000033288171542;B
A-;Egan-Jones Ratings Company;TERADYNE INC;2014;0.000144210241897;AAA
BB;Egan-Jones Ratings Company;TEREX CORPORATION;2014;0.000077346564889;BBB
BB;Egan-Jones Ratings Company;TEREX CORPORATION;2014;0.000066071120957;BBB
B+;Egan-Jones Ratings Company;TEREX CORPORATION;2014;0.000076061615259;BBB
BB;Egan-Jones Ratings Company;TEREX CORPORATION;2014;0.000052244879640;BBB
B+;Egan-Jones Ratings Company;TEREX CORPORATION;2014;0.000052260004811;BBB
A+;Egan-Jones Ratings Company;TEXAS INSTRUMENTS INCORPORATED;2014;0.658844776409074;AA
A+;Egan-Jones Ratings Company;TEXAS INSTRUMENTS INCORPORATED;2014;0.682793114614372;AA
AA-;Egan-Jones Ratings Company;TEXAS INSTRUMENTS INCORPORATED;2014;0.627603729552829;AA
AA-;Egan-Jones Ratings Company;TEXAS INSTRUMENTS INCORPORATED;2014;0.661697463831184;AA
AA-;Egan-Jones Ratings Company;TEXAS INSTRUMENTS INCORPORATED;2014;0.655496809132161;AA
BBB-;Egan-Jones Ratings Company;TEXTRON INC;2014;0.000025517073407;B
BBB-;Egan-Jones Ratings Company;TEXTRON INC;2014;0.000013284903860;B
BBB-;Egan-Jones Ratings Company;TEXTRON INC;2014;0.000017126088128;B
BBB-;Egan-Jones Ratings Company;TEXTRON INC;2014;0.000017456283823;B
BBB-;Egan-Jones Ratings Company;THERMO FISHER SCIENTIFIC INC.;2014;0.000021880403651;B
BBB-;Egan-Jones Ratings Company;THERMO FISHER SCIENTIFIC INC.;2014;0.000023683567343;B
BBB-;Egan-Jones Ratings Company;THERMO FISHER SCIENTIFIC INC.;2014;0.000020716855628;B
BBB-;Egan-Jones Ratings Company;THERMO FISHER SCIENTIFIC INC.;2014;0.000029546128673;B
BBB-;Egan-Jones Ratings Company;THERMO FISHER SCIENTIFIC INC.;2014;0.000026415915606;B
A-;Egan-Jones Ratings Company;THOMSON REUTERS CORPORATION;2014;0.000043767091312;B
A-;Egan-Jones Ratings Company;THOMSON REUTERS CORPORATION;2014;0.000061588862599;AAA
A-;Egan-Jones Ratings Company;THOMSON REUTERS CORPORATION;2014;0.000040388354666;B
BBB;Egan-Jones Ratings Company;THOMSON REUTERS CORPORATION;2014;0.000048634101893;B
BBB;Egan-Jones Ratings Company;TIMKEN COMPANY;2014;0.000020242626802;B
BBB;Egan-Jones Ratings Company;TIMKEN COMPANY;2014;0.000015531287456;B
BBB;Egan-Jones Ratings Company;TIMKEN COMPANY;2014;0.000019750683360;B
BBB;Egan-Jones Ratings Company;TIMKEN COMPANY;2014;0.000013004696476;B
BBB;Egan-Jones Ratings Company;TIMKEN COMPANY;2014;0.000009977821302;B
B-;Standard & Poor's Ratings Services;TMS International Corporation;2014;0.000032546903366;BBB
B-;Standard & Poor's Ratings Services;TMS International Corporation;2014;0.000026266734630;BBB
BBB;Egan-Jones Ratings Company;TOLL BROTHERS, INC;2014;0.000190857652267;B
BBB+;Egan-Jones Ratings Company;TOLL BROTHERS, INC;2014;0.000134650350928;B
BBB+;Egan-Jones Ratings Company;TOLL BROTHERS, INC;2014;0.000113799071953;B
BBB+;Egan-Jones Ratings Company;TOLL BROTHERS, INC;2014;0.000132214468014;B
A-;Egan-Jones Ratings Company;TOLL BROTHERS, INC;2014;0.000139826705544;B
A-;Egan-Jones Ratings Company;TOLL BROTHERS, INC;2014;0.000103360326351;B
A-;Egan-Jones Ratings Company;TOLL BROTHERS, INC;2014;0.000129596831918;B
BB+;Egan-Jones Ratings Company;TRANSALTA CORP;2014;0.000020012657822;BB
BB+;Egan-Jones Ratings Company;TRANSALTA CORPORATION;2014;0.000024542846908;BB
BB;Egan-Jones Ratings Company;TRINITY INDUSTRIES, INC;2014;0.000029709961474;BB
BB+;Egan-Jones Ratings Company;TRINITY INDUSTRIES, INC;2014;0.000030752599363;BB
BB+;Egan-Jones Ratings Company;TRINITY INDUSTRIES, INC;2014;0.000031068710259;BB
BBB-;Egan-Jones Ratings Company;TRINITY INDUSTRIES, INC;2014;0.000062667514331;B
BBB-;Egan-Jones Ratings Company;TRINITY INDUSTRIES, INC;2014;0.000078999660711;B
BBB-;Egan-Jones Ratings Company;TRINITY INDUSTRIES, INC;2014;0.000060648148872;B
BBB-;Egan-Jones Ratings Company;TRINITY INDUSTRIES, INC;2014;0.000046554585253;B
BB+;Egan-Jones Ratings Company;TRINITY INDUSTRIES, INC;2014;0.000026930295448;BB
BB+;Egan-Jones Ratings Company;TRINITY INDUSTRIES, INC;2014;0.000026707962263;BB
A;Egan-Jones Ratings Company;TUPPERWARE BRANDS CORPORATION;2014;0.000035204851306;AAA
A;Egan-Jones Ratings Company;TUPPERWARE BRANDS CORPORATION;2014;0.000036160822080;AAA
A;Egan-Jones Ratings Company;TUPPERWARE BRANDS CORPORATION;2014;0.000041966160044;AAA
A;Egan-Jones Ratings Company;TUPPERWARE BRANDS CORPORATION;2014;0.000044290139306;AAA
A+;Moody's Investors Service;Takeda Pharmaceutical Company Limited;2014;0.670873530020148;AA
AA;Standard & Poor's Ratings Services;Target Corp.;2014;0.480370009073074;AAA
A;Moody's Investors Service;Target Corporation;2014;0.000027054248967;AAA
BB;Moody's Investors Service;Tata Motors Limited;2014;0.000000212653153;BB
BB;Moody's Investors Service;Tata Motors Limited;2014;0.000000217582904;BB
BB;Standard & Poor's Ratings Services;Tata Motors Ltd.;2014;0.000046316137247;BB
BBB+;Standard & Poor's Ratings Services;TechnipFMC Plc;2014;0.000018782816208;B
BBB;Standard & Poor's Ratings Services;Teck Resources Ltd.;2014;0.000250925913948;B
CCC+;Moody's Investors Service;Telecom Argentina S.A.;2014;0.000005340597551;BBB
B+;Standard & Poor's Ratings Services;Teleflex Incorporated;2014;0.000141187132016;BB
BB;Standard & Poor's Ratings Services;Teleflex Incorporated;2014;0.000120751304506;BB
BB+;Standard & Poor's Ratings Services;Telephone and Data Systems Inc.;2014;0.000084266158472;BB
BB;Standard & Poor's Ratings Services;Telephone and Data Systems Inc.;2014;0.000083618114072;BB
BBB-;Moody's Investors Service;Telephone and Data Systems, Inc.;2014;0.000000670140302;B
BB+;Fitch Ratings;Telephone and Data Systems, Inc.;2014;0.000000613323249;BB
CCC+;Standard & Poor's Ratings Services;Tenet Healthcare Corp.;2014;0.000256479386557;C
B-;Fitch Ratings;Tenet Healthcare Corp.;2014;0.000006137209020;BB
CCC+;Standard & Poor's Ratings Services;Tenet Healthcare Corp.;2014;0.000274284414257;C
CCC+;Standard & Poor's Ratings Services;Tenet Healthcare Corp.;2014;0.000385339092676;C
BB;Standard & Poor's Ratings Services;Tenneco Inc.;2014;0.000128235623262;BB
BB-;Moody's Investors Service;Tenneco Inc.;2014;0.000000679619216;BB
B+;Standard & Poor's Ratings Services;Terex Corp.;2014;0.000118668667132;BB
BBB-;Standard & Poor's Ratings Services;Texas Gas Transmission LLC;2014;0.000107884292739;B
BBB-;Standard & Poor's Ratings Services;Texas Gas Transmission LLC;2014;0.000130602690412;B
BBB;Moody's Investors Service;Texas Gas Transmission, LLC;2014;0.000013279002721;B
A+;Standard & Poor's Ratings Services;Texas Instruments Inc.;2014;0.189269633476805;AAA
A+;Moody's Investors Service;Texas Instruments, Incorporated;2014;0.000015952733122;AAA
BBB-;Fitch Ratings;Textron Inc.;2014;0.000000236294518;B
BB+;Standard & Poor's Ratings Services;The Manitowoc Company, Inc.;2014;0.000058146063286;BB
BBB;Fitch Ratings;Thermo Fisher Scientific Inc.;2014;0.000000936665137;B
